,Cidade,País,Curso,Empresa dos sonhos,Educação,Nível de inglês,Nível de excel,Cursos extras,Gênero,Interesses,Outras línguas,Referência,Universidade,Estado,Situação
2402,campinas,brasil,engenharia química,"heineken, johnson e johnson, air liquide,  p&g, mars",graduação,advanced,advanced,treinamente yellow belt - rhodia (solvay group),masculino,"engenharia de produção, engenharia de processos, engenharia em geral","espanhol básico, húngaro básico",facebook,unesp,são paulo,checkedin
2403,,,engenharia de computação,,graduação,,,,masculino,desenvolvimento,,e-mail,unisal,,confirmed
2404,campinas,brasil,,gevisa,ensino médio,basic,intermediate,informática,masculino,produção,,amigo,,são paulo,checkedin
2405,são paulo,brasil,engenharia civil,,graduação,advanced,advanced,"excel avançado, autcad avançado, ms project, yellow belt, green belt, revit, outlook, autoconhecimento etc",masculino,"comercial, vendas, engenharia, projetos","espanhol(avançado), francês(básico)",facebook,unicamp,são paulo,checkedin
2406,campinas,brasil,engenharia elétrica,,graduação,intermediate,intermediate,,masculino,eletrônica e potência,,amigos e facebook,unicamp,são paulo,checkedin
2407,paulínia,brasil,sistemas de informação,,graduação,intermediate,intermediate,técnico em informática,masculino,"programação, computação",,facebook,universidade paulista,são paulo,checkedin
2408,campinas,afeganistão,brasil,,,advanced,intermediate,,feminino,consultoria,espanhol intermediário,facebook e amigos,unicamp,são paulo,checkedin
2409,santa rita do sapucaí,brasil,engenharia de controle e automação,siemens,,advanced,intermediate,,masculino,"gerência de projetos, administração, p&d, automação.",,faculdade,inatel,minas gerais,checkedin
2410,campinas,brasil,engenharia de computação,ci&t,graduação,advanced,intermediate,,masculino,"engenharia, ti.",,facebook,facamp,são paulo,confirmed
2411,campinas,brasil,direito,,graduação,,intermediate,,feminino,"vendas, adm, direito",,amigo,metrocamp,são paulo,confirmed
2412,campinas,brasil,física,cnpem,graduação,advanced,,,masculino,pesquisa/ ensino,,amigos,unicamp,são paulo,checkedin
2413,campinas,brasil,engenharia de produção,,graduação,intermediate,intermediate,"montagem de hardwares, excell e officce",masculino,"engenharia,administração,eletrônica.",,facebook,faculdade anhanguera - campinas,são paulo,checkedin
2414,campinas,brasil,,"inovadora, que me faça ser melhor como pessoa e profissional e que me desperte o melhor que posso se",ensino médio,basic,intermediate,técnico em logística,feminino,"financeiro, rh, administração, saúde, industrial, logística... tenho interesse em diversas áreas, sempre quero aprender e conhecer mais.",português,ciee,,são paulo,confirmed
2415,,,engenharia elétrica,,mestrado,,,,masculino,pesquisa e ensino,,amigos,unicamp,,checkedin
2416,campinas,brasil,,ge,ensino médio,advanced,basic,cotil mecânica,masculino,gestão empresarial e mecânica,italiano intermediário,escola,,são paulo,checkedin
2417,,,engenharia de computação,iotrack,graduação,,,,feminino,"software, hardware, redes",,nesp-inatel,inatel,,checkedin
2418,monte mor,brasil,ciências econômicas,,graduação,basic,basic,,feminino,"estágio, trainee",,amigo,esamc,são paulo,checkedin
2419,limeira,brasil,engenharia de telecomunicações,deloitte,graduação,advanced,advanced,"curso de computação gráfica, inglês.",masculino,"pesquisa e desenvolvimento, projetos, engenharia, consultoria,  gestão de projetos,  administração, tecnologia",espanhol básico,facebook,unicamp,são paulo,checkedin
2420,campinas,brasil,química,uma empresa que me permita crescer profissionalmente e ter liberdade de desenvolver projetos e inova,mestrado,,,"inglês avançado, cpms,",feminino,química,,unicamp,unicamp,são paulo,checkedin
2421,campinas,brasil,engenharia de manufatura,embraer,graduação,advanced,intermediate,treinamento em energia,masculino,engenharia e vendas,,facebook,unicamp,são paulo,checkedin
2422,,,administração,,mestrado,,,,masculino,qa,,unicamp,unicamp,,confirmed
2423,campinas,brasil,engenharia de computação,,graduação,intermediate,intermediate,plataformas web,masculino,"consultoria, mercado financeiro, tecnologia",espanhol,facebook,unicamp,são paulo,checkedin
2424,campinas,afeganistão,engenharia elétrica,,mestrado,basic,intermediate,,feminino,"consultoria, pesquisa, desenvolvimento",,amigo,unicamp,são paulo,checkedin
2425,monte mor,brasil,ciências econômicas,,graduação,,basic,informática e técnico em administração,feminino,"cargos relacionados a área financeira, administrativa, contábil e comercial",,amigos,esamc,são paulo,checkedin
2426,,,engenharia elétrica,,pós doutorado,advanced,advanced,,feminino,"novel semiconductor physics and technology • energy conversion devices • fabrication, characterization, modelling and simulation of semiconductor devices • spintronics, memory, biosensors, photonics","hindi, portuguese",amigo,unicamp,,checkedin
2427,campinas,,ciências econômicas,google,graduação,advanced,intermediate,"pacote office, adobe photoshop, illustrator e lightroom, final cut pro x, webdesign e business intelligence (scup)",feminino,"comunicação, design, pesquisa, marketing...","inglês, espanhol, alemão e italiano",facebook,unicamp,são paulo,confirmed
2428,salto,brasil,engenharia mecânica,bosch,graduação,intermediate,intermediate,aprendizagem industrial/senai - mecânica de usinagem e técnico em mecatrônica,masculino,automotiva e energia,,email,unicamp,são paulo,confirmed
2429,hortolândia,brasil,medicina veterinária,,graduação,basic,intermediate,,masculino,"administração, veterinário",,ciee,faculdade anhanguera,são paulo,checkedin
2430,campinas,brasil,,,ensino médio,,basic,informatica basica,feminino,"administrativo, finaceiro",,amigo,,são paulo,checkedin
2431,,,física,,graduação,,,,masculino,"pesquisa, ensino",,panfleto,unicamp,,checkedin
2432,sumaré,brasil,letras inglês - tradução,"samsung , 3m, bosch",graduação,intermediate,intermediate,empreendedorismo - senai - 12 horas,feminino,administrativo,coreano - básico,facebook,unimep,são paulo,checkedin
2433,,,engenharia agrícola,,graduação,,,,masculino,"agricultura, logística, pesquisa.",,cartaz,unicamp,,checkedin
2434,,,psicologia,,graduação,,,,feminino,"ti, rh",,mercado,puccamp,,confirmed
2435,campinas,brasil,engenharia de produção,google,graduação,advanced,advanced,,masculino,"computadores, social, humanitário",frances e esp,unicamp,facamp,são paulo,checkedin
2436,valinhos,brasil,química tecnológica,"uma empresa que preza pelos seus colaboradores, que investe nos mesmos e valoriza novas ideias.",graduação,advanced,intermediate,"senai, desenho técnico mecânico",masculino,estágio em química,espanhol avançado,amiga,unicamp,são paulo,checkedin
2437,campinas,,,google,ensino médio,advanced,,"inglês,espanhol",masculino,tecnologia geral,espanhol,professores,,são paulo,checkedin
2438,,,engenharia mecânica,,graduação,,,,masculino,"engenharia mecânica, consultoria",,facebook,unicamp,,confirmed
2439,,,ciências econômicas,,graduação,,,,feminino,pesquisa,,facebook,unicamp,,checkedin
2440,cosmópolis,brasil,química tecnológica,uma empresa íntegra e ética que visa o bem de seus colaboradores e da sociedade,graduação,basic,basic,,feminino,pesquisa e desenvolvimentos,,facebook,unicamp,são paulo,checkedin
2441,,,administração,cnpem,graduação,,,,feminino,ambiental,,amigos,unicamp,,checkedin
2442,campinas,brasil,tecnologo gestão de recursos humanos,honda,graduação,basic,intermediate,"técnico em administração, informatica",masculino,"recursos humanos, contabilidade e administração",japonês - intermediário,amigos,unisal,são paulo,checkedin
2443,,,engenharia mecânica,,,advanced,,,masculino,automobilística,,panfleto,unicamp,,checkedin
2444,cosmopolis,brasil,,,ensino médio,intermediate,intermediate,técnico em logística,feminino,"administração, logística, financeira",,amigo,,são paulo,checkedin
2445,,,administração,,graduação,,,,feminino,consultoria,,amigo,facamp,,checkedin
2446,cosmópolis,brasil,,não há preferência,ensino médio,basic,basic,área de produção,feminino,administração ou rh,,amigo,,são paulo,checkedin
2447,campinas,brasil,engenharia de controle e automação,bosh,graduação,intermediate,basic,,masculino,engenharia,,namorada,metrocamp,são paulo,checkedin
2448,campinas,brasil,química tecnológica,empresa que se preocupe com o crescimento profissional de seus funcionarios e com o meio ambiente.,graduação,intermediate,basic,técnico em química,masculino,desenvolviemento tecnológico,,amigo,unicamp,são paulo,checkedin
2449,,,fisica,banco central,graduação,,,,masculino,financeiro,,facebook,unicamp,,confirmed
2450,campinas,brasil,administração,boch,graduação,,,,feminino,"contábeis, financeiro etc",,amigo,unip,são paulo,checkedin
2451,barueri,brasil,engenharia civil,mckinsey & company,graduação,advanced,advanced,international language academy of canada (jan 2018- jul 2018),masculino,"consultoria, financeiro",espanhol intermediário,amigos,unicamp,são paulo,confirmed
2452,artur nogueira,brasil,,,ensino médio,intermediate,advanced,técnico em qualidade,feminino,financeira  e arquitetura,,na escola,,são paulo,confirmed
2453,campinas,brasil,técnico em meio ambiente,,ensino médio,advanced,intermediate,,feminino,à disposição da empresa,,amigo,,são paulo,checkedin
2454,,,ciências contábeis,,graduação,,,,feminino,controladoria,,facebook,unip,,checkedin
2455,,afeganistão,pedagogia,unicamp,graduação,basic,,,masculino,lecionar,,amigo,faculdade anhanguera - campinas,,checkedin
2456,santa rita do sapucaí,brasil,engenharia de computação,google,graduação,intermediate,advanced,teste de softwares (ti exames – 40h).    business model canvas (wayra – 24h).     pitch: como apresentar suas ideias (wayra – 16h).    design thinking (wayra – 24h).    estratégias de monetização e vendas b2b (wayra – 24h).     constuct 2d (inatel – 40h),feminino,qa-tester,,faculdade,inatel,minas gerais,checkedin
2457,campinas,brasil,história,ambev,graduação,advanced,intermediate,,feminino,rh,italiano- médio/ francês e espanhol- básico,amigos,unicamp,são paulo,confirmed
2458,campinas,brasil,engenharia mecânica,,graduação,advanced,intermediate,,masculino,"consultoria, projetos, gestão, vendas, produção",espanhol (intermediário),amigos e facebook,facamp,são paulo,checkedin
2459,,,engenharia mecânica,,graduação,,,,masculino,"consultoria, industria",,amigo,unicamp,,confirmed
2460,santa rita do sapucaí,brasil,engenharia de computação,,graduação,intermediate,basic,,masculino,tecnologia,,faculdade,inatel,minas gerais,confirmed
2461,campinas,brasil,administração pública,,graduação,intermediate,intermediate,técnico administrativo,feminino,administrativa,,amigo,unicamp,são paulo,confirmed
2462,campinas,brasil,engenharia agrícola,raízen,graduação,intermediate,intermediate,técnico em alimentos - colégio técnico de campinas,feminino,"campo, pesquisa, analista relacionados à agronomia",,amigo,usp - sp,são paulo,checkedin
2463,campinas,brasil,nutrição,,graduação,intermediate,basic,,feminino,administrativo,espanhol,facebook,puccamp,são paulo,checkedin
2464,campinas,brasil,engenharia química,,graduação,advanced,intermediate,excel,feminino,ambiental,espanhol,facebook,unicamp,são paulo,checkedin
2465,campinas,brasil,engenharia civil,tegra,graduação,advanced,advanced,"utilização dos softwares autocad, sketchup e msproject, obras de terra i (planejamento, projeto e análise de obras geotécnicas,  auditor líder interno do sgq - iso 9001:2008 ,  metrologia básica ,  lean production - (produção enxuta)",feminino,"construtoras, engenharias, incorporadoras e indústrias",espanhol avaçado,amiga,metrocamp,são paulo,checkedin
2466,,,ciências econômicas,,graduação,,,,masculino,administração financeira,,publicidade,puccamp,,confirmed
2467,campinas,brasil,engenharia ambiental,multinacional ou consultoria ambiental,graduação,advanced,advanced,"autocad, gestão ambiental (14001), licenciamento ambiental, etc.",feminino,ambiental,,facebook,unicamp,são paulo,confirmed
2468,sumaré,brasil,engenharia de alimentos,procter and gamble,graduação,advanced,advanced,"ms avançado, sap básico e photoshop.",feminino,"indústria, manufatura e pesquisa e desenvolvimento.","inglês avançado, japonês básico, francês básico",amigos,unicamp,são paulo,checkedin
2469,campinas,brasil,ciências biológicas,,graduação,advanced,basic,,feminino,laboratorial,"coreano, japonês, espanhol, italiano",facebook,puccamp,são paulo,checkedin
2470,,,farmácia,,graduação,,,,feminino,"pesquisa, industria",,amigo,unicamp,,checkedin
2471,campinas,brasil,química tecnológica,unilever,graduação,intermediate,basic,,masculino,"pesquisa, analista de laboratório",,"amigo, facebook",unicamp,são paulo,checkedin
2472,campinas,brasil,direito,,graduação,,basic,"informática, recursos humanos",feminino,advogacia,,amigo,unip,são paulo,checkedin
2473,,,engenharia elétrica,,graduação,,,,feminino,"engenharia, consultoria",,facebook,unicamp,,checkedin
2474,campinas,brasil,engenharia civil,,graduação,advanced,advanced,"autocad, sketchup,  auditor interno pbqp-h",feminino,"engenharia, finanças, consultoria, auditoria","espanhol básico, italiano básico",facebook,unicamp,são paulo,checkedin
2475,,,engenharia de computação,,graduação,,,,masculino,pesquisa e desenvolvimento,,unicamp,unicamp,,checkedin
2476,são paulo,brasil,engenharia de telecomunicações,apple,graduação,intermediate,intermediate,,masculino,"consultoria, banco financeiro",espanhol básico,amigo,unicamp,são paulo,checkedin
2477,campinas,brasil,história,,graduação,basic,basic,,masculino,"museologia, arquivos.",,estágio na unicamp,puccamp,são paulo,confirmed
2478,,,matemática/física/matemática aplicada e computacional,,doutorado,,,,masculino,matemática,,intenet,unicamp,,checkedin
2479,,,,,ensino fundamental,,,,feminino,pesquisa,,facebook,,,checkedin
2480,hortolândia,brasil,,,ensino médio,basic,intermediate,"informática, tec. em adm.",masculino,"produção, recepção, auxiliar administrativo, rh",,amiga,,são paulo,checkedin
2481,,,engenharia elétrica,,graduação,,,,masculino,"consultoria, industria, financeiro, setor energético",,"amigo, facebook",unicamp,,checkedin
